resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0538,Candidate_538,Business Analyst,"['Docker', 'Agile', 'React', 'TensorFlow', 'CI/CD', 'Python', 'GraphQL']",Bachelor's in Engineering,12,['Project_0_538'],"['Google Cloud Certified', 'AWS Certified', 'PMP']","Name: Candidate_538
            Target Position: Business Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Docker, Agile, React, TensorFlow, CI/CD, Python, GraphQL
            Education: Bachelor's in Engineering
            Experience: 12 years
            Projects: Project_0_538
            Certifications: Google Cloud Certified, AWS Certified, PMP"
RES_0539,Candidate_539,Backend Developer,"['PyTorch', 'AWS', 'REST APIs', 'Node.js', 'TensorFlow', 'JavaScript', 'Git']",Bachelor's in Physics,13,['Project_0_539'],"['Scrum Master', 'Google Cloud Certified', 'TensorFlow Developer']","Name: Candidate_539
            Target Position: Backend Developer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: PyTorch, AWS, REST APIs, Node.js, TensorFlow, JavaScript, Git
            Education: Bachelor's in Physics
            Experience: 13 years
            Projects: Project_0_539
            Certifications: Scrum Master, Google Cloud Certified, TensorFlow Developer"
RES_0540,Candidate_540,Backend Developer,"['MongoDB', 'Java', 'REST APIs', 'JavaScript']",Bachelor's in Engineering,7,"['Project_0_540', 'Project_1_540']",['PMP'],"Name: Candidate_540
            Target Position: Backend Developer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: MongoDB, Java, REST APIs, JavaScript
            Education: Bachelor's in Engineering
            Experience: 7 years
            Projects: Project_0_540, Project_1_540
            Certifications: PMP"
RES_0541,Candidate_541,Frontend Developer,"['AWS', 'TensorFlow', 'CI/CD']",Bachelor's in Mathematics,7,"['Project_0_541', 'Project_1_541', 'Project_2_541', 'Project_3_541']",[],"Name: Candidate_541
            Target Position: Frontend Developer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: AWS, TensorFlow, CI/CD
            Education: Bachelor's in Mathematics
            Experience: 7 years
            Projects: Project_0_541, Project_1_541, Project_2_541, Project_3_541
            Certifications: None"
RES_0542,Candidate_542,Business Analyst,"['PyTorch', 'Kubernetes', 'TensorFlow', 'AWS']",PhD in Engineering,11,"['Project_0_542', 'Project_1_542', 'Project_2_542', 'Project_3_542']","['TensorFlow Developer', 'Scrum Master', 'Google Cloud Certified']","Name: Candidate_542
            Target Position: Business Analyst
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: PyTorch, Kubernetes, TensorFlow, AWS
            Education: PhD in Engineering
            Experience: 11 years
            Projects: Project_0_542, Project_1_542, Project_2_542, Project_3_542
            Certifications: TensorFlow Developer, Scrum Master, Google Cloud Certified"
RES_0543,Candidate_543,System Administrator,"['PyTorch', 'PostgreSQL', 'React', 'NumPy', 'Node.js', 'Python']",Master's in Statistics,5,"['Project_0_543', 'Project_1_543', 'Project_2_543', 'Project_3_543', 'Project_4_543']",[],"Name: Candidate_543
            Target Position: System Administrator
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: PyTorch, PostgreSQL, React, NumPy, Node.js, Python
            Education: Master's in Statistics
            Experience: 5 years
            Projects: Project_0_543, Project_1_543, Project_2_543, Project_3_543, Project_4_543
            Certifications: None"
RES_0544,Candidate_544,Frontend Developer,"['PostgreSQL', 'MongoDB', 'AWS']",Bachelor's in Physics,1,['Project_0_544'],[],"Name: Candidate_544
            Target Position: Frontend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: PostgreSQL, MongoDB, AWS
            Education: Bachelor's in Physics
            Experience: 1 years
            Projects: Project_0_544
            Certifications: None"
RES_0545,Candidate_545,Business Analyst,"['CI/CD', 'Java', 'Agile', 'JavaScript', 'REST APIs']",Master's in Physics,12,"['Project_0_545', 'Project_1_545', 'Project_2_545']",['Scrum Master'],"Name: Candidate_545
            Target Position: Business Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: CI/CD, Java, Agile, JavaScript, REST APIs
            Education: Master's in Physics
            Experience: 12 years
            Projects: Project_0_545, Project_1_545, Project_2_545
            Certifications: Scrum Master"
RES_0546,Candidate_546,Product Manager,"['PyTorch', 'Java', 'JavaScript', 'TensorFlow', 'Pandas', 'Agile', 'PostgreSQL', 'NumPy']",Master's in Physics,13,"['Project_0_546', 'Project_1_546']",[],"Name: Candidate_546
            Target Position: Product Manager
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: PyTorch, Java, JavaScript, TensorFlow, Pandas, Agile, PostgreSQL, NumPy
            Education: Master's in Physics
            Experience: 13 years
            Projects: Project_0_546, Project_1_546
            Certifications: None"
RES_0547,Candidate_547,Product Manager,"['Node.js', 'CI/CD', 'Git', 'SQL']",Bachelor's in Physics,15,['Project_0_547'],[],"Name: Candidate_547
            Target Position: Product Manager
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Node.js, CI/CD, Git, SQL
            Education: Bachelor's in Physics
            Experience: 15 years
            Projects: Project_0_547
            Certifications: None"
RES_0548,Candidate_548,Business Analyst,"['AWS', 'Kubernetes', 'Pandas', 'Docker', 'Python']",Bachelor's in Statistics,6,['Project_0_548'],"['AWS Certified', 'Scrum Master']","Name: Candidate_548
            Target Position: Business Analyst
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: AWS, Kubernetes, Pandas, Docker, Python
            Education: Bachelor's in Statistics
            Experience: 6 years
            Projects: Project_0_548
            Certifications: AWS Certified, Scrum Master"
RES_0549,Candidate_549,UX Designer,"['Java', 'SQL', 'PostgreSQL', 'Kubernetes']",Bachelor's in Engineering,15,"['Project_0_549', 'Project_1_549', 'Project_2_549']",['PMP'],"Name: Candidate_549
            Target Position: UX Designer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Java, SQL, PostgreSQL, Kubernetes
            Education: Bachelor's in Engineering
            Experience: 15 years
            Projects: Project_0_549, Project_1_549, Project_2_549
            Certifications: PMP"
RES_0550,Candidate_550,Frontend Developer,"['Pandas', 'Agile', 'CI/CD', 'Kubernetes']",Master's in Mathematics,15,"['Project_0_550', 'Project_1_550']",[],"Name: Candidate_550
            Target Position: Frontend Developer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Pandas, Agile, CI/CD, Kubernetes
            Education: Master's in Mathematics
            Experience: 15 years
            Projects: Project_0_550, Project_1_550
            Certifications: None"
RES_0551,Candidate_551,Full Stack Developer,"['PyTorch', 'Agile', 'Java', 'Kubernetes', 'React', 'GraphQL', 'REST APIs']",Bachelor's in Physics,12,"['Project_0_551', 'Project_1_551', 'Project_2_551']",[],"Name: Candidate_551
            Target Position: Full Stack Developer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: PyTorch, Agile, Java, Kubernetes, React, GraphQL, REST APIs
            Education: Bachelor's in Physics
            Experience: 12 years
            Projects: Project_0_551, Project_1_551, Project_2_551
            Certifications: None"
RES_0552,Candidate_552,Frontend Developer,"['GraphQL', 'Agile', 'PyTorch', 'JavaScript', 'Docker', 'Java', 'NumPy', 'TensorFlow']",Bachelor's in Computer Science,5,"['Project_0_552', 'Project_1_552']","['Scrum Master', 'Azure Certified', 'Google Cloud Certified']","Name: Candidate_552
            Target Position: Frontend Developer
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: GraphQL, Agile, PyTorch, JavaScript, Docker, Java, NumPy, TensorFlow
            Education: Bachelor's in Computer Science
            Experience: 5 years
            Projects: Project_0_552, Project_1_552
            Certifications: Scrum Master, Azure Certified, Google Cloud Certified"
RES_0553,Candidate_553,Backend Developer,"['AWS', 'Pandas', 'NumPy', 'REST APIs', 'Docker', 'Node.js', 'JavaScript']",PhD in Computer Science,8,"['Project_0_553', 'Project_1_553', 'Project_2_553', 'Project_3_553']","['Scrum Master', 'PMP', 'Google Cloud Certified']","Name: Candidate_553
            Target Position: Backend Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: AWS, Pandas, NumPy, REST APIs, Docker, Node.js, JavaScript
            Education: PhD in Computer Science
            Experience: 8 years
            Projects: Project_0_553, Project_1_553, Project_2_553, Project_3_553
            Certifications: Scrum Master, PMP, Google Cloud Certified"
RES_0554,Candidate_554,Product Manager,"['SQL', 'Agile', 'GraphQL', 'PostgreSQL']",Bachelor's in Statistics,7,"['Project_0_554', 'Project_1_554', 'Project_2_554', 'Project_3_554', 'Project_4_554']",[],"Name: Candidate_554
            Target Position: Product Manager
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: SQL, Agile, GraphQL, PostgreSQL
            Education: Bachelor's in Statistics
            Experience: 7 years
            Projects: Project_0_554, Project_1_554, Project_2_554, Project_3_554, Project_4_554
            Certifications: None"
RES_0555,Candidate_555,UX Designer,"['GraphQL', 'Java', 'MongoDB', 'TensorFlow', 'Kubernetes', 'Git', 'SQL', 'NumPy']",Master's in Physics,12,"['Project_0_555', 'Project_1_555', 'Project_2_555']",[],"Name: Candidate_555
            Target Position: UX Designer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: GraphQL, Java, MongoDB, TensorFlow, Kubernetes, Git, SQL, NumPy
            Education: Master's in Physics
            Experience: 12 years
            Projects: Project_0_555, Project_1_555, Project_2_555
            Certifications: None"
RES_0556,Candidate_556,Data Analyst,"['REST APIs', 'Docker', 'Python']",PhD in Physics,13,"['Project_0_556', 'Project_1_556']",['Scrum Master'],"Name: Candidate_556
            Target Position: Data Analyst
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: REST APIs, Docker, Python
            Education: PhD in Physics
            Experience: 13 years
            Projects: Project_0_556, Project_1_556
            Certifications: Scrum Master"
RES_0557,Candidate_557,Backend Developer,"['JavaScript', 'SQL', 'CI/CD', 'Node.js', 'NumPy']",Bachelor's in Physics,3,"['Project_0_557', 'Project_1_557']","['Google Cloud Certified', 'AWS Certified', 'Scrum Master']","Name: Candidate_557
            Target Position: Backend Developer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: JavaScript, SQL, CI/CD, Node.js, NumPy
            Education: Bachelor's in Physics
            Experience: 3 years
            Projects: Project_0_557, Project_1_557
            Certifications: Google Cloud Certified, AWS Certified, Scrum Master"
RES_0558,Candidate_558,Data Analyst,"['Python', 'React', 'PyTorch', 'AWS', 'Node.js', 'Agile']",Master's in Statistics,12,"['Project_0_558', 'Project_1_558']",[],"Name: Candidate_558
            Target Position: Data Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Python, React, PyTorch, AWS, Node.js, Agile
            Education: Master's in Statistics
            Experience: 12 years
            Projects: Project_0_558, Project_1_558
            Certifications: None"
RES_0559,Candidate_559,UX Designer,"['Pandas', 'SQL', 'Git', 'GraphQL', 'React', 'CI/CD']",PhD in Engineering,4,"['Project_0_559', 'Project_1_559']","['TensorFlow Developer', 'PMP']","Name: Candidate_559
            Target Position: UX Designer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Pandas, SQL, Git, GraphQL, React, CI/CD
            Education: PhD in Engineering
            Experience: 4 years
            Projects: Project_0_559, Project_1_559
            Certifications: TensorFlow Developer, PMP"
